1.3159,1.3168,1.3137,1.2989,1.3012
-1.3152,-1.3297,-1.3315,-1.3172,-1.32
2.0686,-1.6879,1.4985,1.0314,0.86166
-0.23427,-0.26875,1.7247,-0.48364,-0.9953
0.60684,0.53921,0.53937,0.66865,-0.39614
1.9836,1.711,1.2833,-0.44977,0.47264
0.98042,1.6005,-0.79012,0.221,1.1224
-0.87897,-0.092104,1.7479,-0.23496,0.7731
0.76917,-0.24914,2.2673,0.41908,0.2104
0.18854,-0.68507,-0.34562,0.72779,-0.40678
1.1729,-0.72835,-0.15754,1.5036,1.2422
-1.1113,1.8469,0.83928,1.1593,0.5414
1.2446,1.2283,1.0441,0.72146,1.2689
-0.27996,0.20538,0.24041,0.22524,0.37207
-0.46205,1.2065,-0.47775,1.1717,-1.1583
-2.0612,0.031517,-1.3153,-0.030009,-2.0308
0.46989,-0.65403,1.3726,4.2179,-0.79578
0.58263,-0.83655,0.020831,0.51161,1.3663
-0.77038,-0.015901,0.5549,1.2188,1.3175
0.49626,0.99167,0.022476,1.5895,-0.016267
-1.6089,-0.45777,-1.3054,0.26401,-1.6511
-0.6631,-0.26585,-0.16781,-0.24073,0.54354
0.63304,0.84886,0.50439,-0.89907,2.2647
0.10492,1.2272,-1.1943,1.6296,-0.3264
0.32709,1.5831,1.6577,-1.5124,1.6
1.0261,1.7308,1.2441,0.62688,1.5147
0.70324,0.88454,0.79669,-1.4566,0.64283
0.37777,0.38701,2.4488,0.80545,0.962
0.086505,1.7693,-0.94209,-1.1404,0.65606
-0.32513,1.3907,0.71982,0.9118,-0.010834
1.071,-0.42706,1.5233,-0.71058,1.5845
-0.24957,1.1451,0.58378,-1.0138,-0.3737
0.48022,1.7767,0.49487,-0.77138,0.64732
0.00092331,-1.8062,-0.52238,-0.94577,0.48789
-0.15644,-0.85597,0.17436,-0.57256,0.30877
0.72275,0.71292,-0.20028,-0.28457,-0.43374
-0.43197,-0.37251,0.9483,1.3886,1.4124
-0.38931,-0.66986,-0.47189,-1.2982,1.501
-0.82049,-0.69488,0.73436,0.030029,1.0014
0.33973,1.0646,0.021813,-1.2444,-1.2824
0.053302,1.7874,0.34126,-1.5297,0.76339
0.44054,0.59548,2.4982,0.082671,0.76544
1.4179,-1.095,0.86762,1.5649,0.043958
-1.9814,1.9297,1.4967,0.6989,-0.086537
0.20092,0.27183,0.36487,-1.0606,-0.85862
0.40619,-0.12903,0.30283,0.64264,-0.52019
0.36145,-1.3019,1.3856,2.1972,1.1501
0.76411,-0.22361,-0.44404,0.60809,0.3909
-0.56987,-0.36003,0.80487,1.4521,0.15219
0.91425,0.596,-0.32835,1.2138,0.65508
0.27181,-0.57722,0.09906,0.62331,-1.4798
1.1948,1.5772,-0.040914,0.13549,0.3785
0.052158,0.29319,-0.095768,2.1605,-0.26006
0.050908,0.43429,-0.16599,2.5118,2.1172
0.13583,0.68348,1.0377,0.085454,-2.6514
0.27734,-0.44375,-1.0983,-1.4497,1.3946
-0.83783,-0.0043885,3.013,0.56079,-0.10079
0.72055,-0.3995,0.3894,1.9558,-0.20917
0.6627,0.01371,-0.048232,-0.96774,-0.94638
-1.0772,-0.24123,0.0060606,1.4149,-0.27341
1.0467,-0.85734,0.62067,0.032149,-0.46694
0.45607,1.3444,0.27486,-0.1693,1.8686
-1.6141,-1.5931,-0.4235,0.40134,0.80323
-0.70634,-0.1925,-1.0811,0.051731,0.59069
0.67511,-0.0085476,0.52714,0.39685,0.3402
0.18541,0.20641,-0.0083516,0.78942,-1.2895
0.65924,0.81113,-0.14472,-0.62477,-0.53755
1.2458,-0.56514,-0.057161,-0.22193,-0.68721
-1.4814,-0.50036,0.4659,1.0888,-0.67034
-0.63246,-0.1257,0.96246,-1.0963,0.53463
0.090461,-1.4016,0.67654,-1.0999,-0.96988
-0.30305,2.3582,1.0074,-1.4463,1.4056
1.6204,0.80984,0.89389,-0.31097,-1.2755
2.0431,-1.3843,-0.13372,0.04725,-0.10026
-0.61569,1.6048,-1.405,0.9042,-0.46697
0.30758,1.2272,1.6685,-0.23752,-1.1725
0.18508,-0.66846,-0.25675,-1.6018,0.73388
-1.122,0.076542,2.0835,-0.59415,-1.2202
0.16321,0.086103,-0.89077,0.93029,0.55196
0.72598,-1.2043,0.38687,-0.71191,0.41464
-0.16974,-0.36361,0.13193,0.75049,0.46998
1.0766,-0.11358,-0.57051,0.13685,0.34451
0.032717,1.5219,-1.757,0.7706,3.2696
0.38339,1.3514,0.84228,0.4001,0.68892
-1.0097,1.8841,-0.56442,1.6205,0.86597
-1.0053,1.3098,-0.080744,-0.94475,0.8461
0.55285,0.62923,-0.32725,0.69903,0.33804
-0.46642,1.0241,1.9303,0.44588,0.15498
-1.6856,-0.3033,1.3328,-0.79867,0.76923
-0.23271,-0.065291,0.56426,-0.68903,-1.9276
-0.90937,1.3666,-0.10711,-0.36192,0.82852
-0.88192,-1.4364,0.45792,-0.72087,0.29908
1.371,-0.34667,1.2325,0.48922,2.3465
-1.2439,0.50181,-1.238,0.44909,0.58983
-0.58242,-1.5588,-1.3403,-1.1231,2.8908
1.503,0.15654,0.35893,-0.32569,3.178
-0.79762,-0.73437,1.1533,1.1672,0.9123
0.68954,-0.28119,0.12846,-0.44405,-0.83639
-0.21023,1.2773,-0.034002,0.13971,-0.03756
-0.31216,-0.0029082,1.2853,1.1291,-1.0498
1.34,1.5708,1.4042,-0.68395,-1.0532
0.093159,0.53085,0.23098,0.22066,2.844
