n_setup,mean_error_1,mean_error_2,RMSE_1,RMSE_2,elapsed_time
1,0.313028095949631,-0.313995888028272,0.314215074776608,0.31515033946089,204.410074194885
2,0.311525051086713,-0.312260050056714,0.311821729707714,0.312566979959184,2711.10792436707
