n_setup,mean_error_1,mean_error_2,RMSE_1,RMSE_2,elapsed_time
1,0.305014720138013,-0.329179165527237,0.305589794328939,0.329984953721856,3.03810942310795
2,0.309296735206255,-0.322706396017423,0.309391890219507,0.322774606953224,82.8502406909352
