0.98021,1.0001,0.9825,1.0175,1.0046,1.0425,0.99475,1.0137,0.95923,0.986,0.98482,0.9493,0.99169,1.0409,1.0166,1.0227,1.0147,1.0049,1.0076,0.981,1.0152,0.995,0.94742,0.98776,0.99838,1.0234,0.99348,0.97922,0.9987,0.96217,0.98589,1.0078,0.95192,0.99921,0.98324,1.0399,1.0144,0.99272,1.0006,1.0013,1.01,1.0172,1.0263,0.99473,1.001,0.9929,0.99915,0.97887,0.99809,1.0298,1.0607,1.034,1.0085,0.96919,1.0109,1.0232,1.0081,1.0104,0.99021,0.99097,0.94434,0.99649,1.0359,0.957,0.98244,1.0153,0.9874,1.0012,1.0113,1.0345,0.99083,1.0183,0.95642,1.0172,1.0029,0.99052,1.0206,0.99778,0.9862,0.98641,1.0028,1.0131,0.99961,0.98978,0.9609,0.96763,0.98687,0.99012,0.99617,1.0113,0.96105,0.98307,1.0096,0.9995,1.017,0.9993,1.0116,1.0279,0.98207,1.0433
-0.99174,-1.0265,-0.98758,-0.97302,-0.98098,-0.9894,-0.9764,-0.99999,-1.0013,-0.98626,-1.0319,-0.98744,-0.94554,-1.027,-0.98093,-1.036,-1.0048,-0.99071,-1.0259,-1.0079,-0.99427,-0.9813,-0.94807,-1.0272,-1.0179,-0.97781,-1.0445,-0.99699,-1.017,-0.99491,-0.98522,-0.97982,-1.0285,-1.0205,-0.99225,-1.0288,-0.97963,-0.98102,-1.0066,-1.0263,-1.012,-0.99811,-1.0153,-0.99757,-1.0329,-1.0074,-1.0032,-0.9867,-1.0061,-1.0079,-1.0138,-1.0004,-0.99256,-1.0159,-0.99276,-1.0206,-0.98951,-1.0012,-0.99967,-0.98796,-0.9589,-0.99531,-0.99598,-0.97376,-1.0174,-1.0044,-0.99256,-0.986,-0.97394,-1.0279,-1.0213,-1.0106,-0.96995,-0.99011,-0.97057,-0.99294,-0.97983,-1.0045,-0.98659,-1.0197,-0.99967,-1.0207,-1.0101,-0.97564,-0.98234,-1.0215,-0.99132,-1.0018,-0.95399,-1.0361,-0.96586,-0.95678,-0.9905,-0.98985,-0.98572,-0.99735,-1.0096,-1.0405,-1.0015,-0.93408
2.3855,0.26026,0.17959,-0.68203,-1.312,-0.17898,-0.71114,2.6843,-0.16494,-0.070376,0.20637,-0.24233,1.64,1.2917,-0.6412,-0.8537,1.25,-1.2812,0.44179,-1.0774,0.65909,1.8086,-1.1555,-0.4686,-0.37224,2.8457,1.1611,-0.92797,-1.1746,-0.14525,-1.0577,-0.90548,-0.080753,-0.54632,-0.061087,0.34063,-0.3904,0.26984,0.19317,1.2446,2.0747,1.5932,2.1373,-1.9402,0.25919,0.60877,-0.74156,-0.55418,0.57665,0.44068,-1.573,0.72979,-1.4139,1.1296,0.8345,-0.086545,2.8391,-0.14755,-0.90133,-0.5502,1.8923,-0.73413,1.1536,1.1591,2.9973,-0.63408,-0.58854,0.48906,0.49466,0.16861,-0.82734,-1.6046,-0.37763,-1.4229,1.184,0.67966,0.85421,-0.17126,1.7624,1.0284,0.65558,0.25875,0.48862,-0.91013,-0.99475,0.33472,1.4605,-0.12309,0.82126,0.52893,-1.0417,0.96845,0.6264,1.7471,1.4854,2.1249,0.78179,-1.3004,1.0193,1.702
1.4379,0.41408,1.3267,-0.14606,0.85343,0.16729,1.266,0.24396,0.49158,1.2914,-0.77173,-1.0124,0.052978,0.35067,0.66086,-0.68853,1.0813,0.76828,-0.01519,-0.59186,-0.33164,0.19584,-0.55454,1.4672,2.1276,0.14251,2.5745,-0.045211,-0.67489,3.2731,0.49914,-1.9153,-0.25768,1.1535,-0.49865,0.92963,1.1155,1.0109,2.1641,1.2156,-0.14918,0.46751,-1.1401,0.89178,1.4685,1.9148,-0.062642,-1.0647,-0.72695,-2.0846,-1.703,0.13181,-0.45993,1.2099,-0.23491,0.53104,-1.0069,-1.1971,0.48521,0.59404,1.7394,-1.0034,0.88824,-0.52261,-0.0085971,-0.27238,0.53564,-0.12405,1.9491,0.77658,1.3198,-0.98545,1.2697,-0.20379,1.4057,1.2239,0.51457,1.3673,-0.14659,1.9129,-0.15736,1.7611,0.20758,-0.81823,-1.1198,2.0588,0.83835,0.90951,1.8091,0.90137,1.1595,-0.32531,-0.26252,0.43678,-1.9143,-0.7642,0.053759,0.25442,1.909,1.489
0.39667,0.3525,0.4259,1.2146,1.0793,-0.95022,0.061679,-0.23791,2.1112,-1.0131,1.2858,-0.90057,-0.18128,0.45615,-1.3397,-2.4509,1.9029,1.0146,0.46091,1.5094,2.6356,0.25663,0.93778,0.96785,-0.3261,1.2884,0.67026,-0.065377,0.81893,1.062,0.38872,2.0715,1.6148,0.87403,1.0208,-0.23493,0.4022,1.1667,-0.73543,0.0056255,-1.2837,-0.33066,-0.36062,-0.31893,-0.67081,-1.0993,1.4585,-0.23436,0.91402,1.3912,0.16938,1.0623,-0.095048,-0.43351,0.83524,-0.072657,-0.38025,1.1807,0.57161,-0.010167,-1.2081,0.26139,2.9829,1.5965,0.088049,0.76006,0.68522,-0.24581,2.9567,0.80366,-0.73046,-0.48613,-2.3533,-0.21352,0.96559,-1.6801,-0.12383,-0.2907,1.2702,-0.40699,-0.29245,2.3139,1.6028,-0.40788,3.1465,1.0466,-0.18441,1.9581,0.87572,1.6715,-1.2386,-0.89749,2.2252,-0.92499,-0.39469,0.041156,0.87152,-1.3608,0.47582,0.57794
2.3706,-0.58308,1.2487,0.42811,1.6489,-1.2672,-1.1827,0.075349,2.2768,2.2097,0.36016,-0.44789,1.4078,-0.044693,-0.20371,1.0625,1.5982,1.3671,-0.85914,0.47029,1.1446,2.5106,0.48564,-1.5412,1.1766,-0.83977,1.7309,0.85223,0.49499,-1.3623,-0.87053,1.8214,-1.6337,-1.3323,-0.14718,-0.14448,-2.3202,0.086346,0.42861,1.2268,1.1581,-1.3845,-0.7857,0.58947,-0.49171,0.63162,-0.6907,2.6889,0.61894,2.1879,0.43666,1.0738,1.4936,0.15205,-0.37859,1.4724,1.205,0.65021,1.7376,1.0486,-0.87989,1.4536,0.45214,-0.96813,-0.56665,0.70439,1.5934,-0.41727,0.091203,0.67124,0.29017,0.40803,0.71092,-0.45358,1.0644,1.1297,1.235,0.099349,0.65062,0.42708,1.0755,0.17359,0.20424,3.2243,0.2512,0.2386,-0.12493,0.28738,1.5612,-1.0722,0.44863,2.0805,0.96709,0.29258,0.83097,0.15807,3.5553,-0.10246,0.28614,-0.42483
-0.58525,0.45314,-0.21312,0.64231,2.538,-1.3451,-2.9125,0.12703,-0.47202,0.51608,0.73787,-0.28253,0.96089,0.46031,0.92722,0.76498,1.2141,2.7005,-0.16005,1.1659,-0.43854,-0.67624,0.42196,1.4096,-0.37078,0.0011076,3.4001,1.5661,1.2306,-0.63519,0.60272,0.4726,-0.086612,1.6435,-1.4658,0.70629,-1.0274,2.1064,0.044871,0.67886,-0.71121,1.7242,-0.0038073,0.11467,0.2706,0.019494,1.398,0.37375,1.0878,1.1571,-0.28313,-0.34669,1.9845,0.45814,0.22261,-1.1813,0.24288,-0.72683,0.18422,1.9598,-0.58239,3.3326,0.91497,0.46665,0.73834,-0.5517,0.98027,-0.58491,-0.13759,1.1514,0.025494,0.20256,1.1151,1.3169,0.80382,0.029752,0.96184,0.83252,-0.57846,-0.26244,1.2167,-1.7679,-1.6328,0.56044,0.69141,-0.66725,-0.41875,1.0308,0.074213,-0.17711,-0.17588,-0.012182,-0.14994,1.3389,1.61,0.57523,-0.43177,1.1605,1.0904,1.0998
-0.40554,2.0067,-0.37113,0.95861,-1.1513,0.95228,1.6355,0.74387,0.75468,0.73498,-1.7746,1.3436,1.307,0.13766,1.7581,-0.19784,0.084643,-1.3919,-0.49308,-0.21187,0.41658,1.2727,2.1623,2.4396,1.5459,0.7945,1.2906,2.1647,-1.9232,-1.2556,1.2885,0.63416,0.97648,-0.073714,0.15488,-0.1298,0.40871,1.4671,-0.20958,2.2249,-0.913,0.97297,-0.13975,1.4458,2.1337,0.099591,-1.5384,0.42224,-0.7233,0.14112,-0.90806,1.0083,1.7419,0.85031,1.5309,1.3463,-1.2484,0.5044,-0.30885,-1.375,0.36613,-0.44229,-0.17427,-1.5396,0.30329,0.50609,2.417,-1.4524,-0.25416,1.1664,0.85044,1.7938,0.34342,3.0956,-0.44632,-0.51147,-0.70545,-0.38636,0.5178,1.5346,1.1916,-1.9202,0.2611,-0.56634,1.7143,2.7938,1.2489,0.42478,0.61077,-0.0090338,-0.1652,-1.1388,2.324,2.2212,-0.04125,-0.012993,-0.18349,-0.66976,-0.10491,-1.6775
-1.5661,-0.22676,1.0422,1.0981,-0.52814,-1.0077,-0.34464,0.55018,-1.5222,-0.49236,-0.32162,-1.4921,0.59517,-0.69774,0.85607,1.4216,0.30439,1.1059,-0.86168,0.26484,-0.34168,1.0375,0.36784,-0.54916,0.23742,0.65722,1.3719,1.2154,1.679,0.85934,-0.10472,3.2714,0.50155,-0.65071,0.056906,2.3026,0.98992,-0.36527,1.3256,-1.4383,0.062224,0.75308,0.54271,0.19931,-0.51694,-1.5918,-0.50424,0.66223,0.89987,-0.22012,-0.20647,1.9149,-0.33836,0.88616,2.3877,2.3157,1.2079,0.38518,1.6222,-1.0499,0.018928,1.1005,-0.79226,0.2012,-1.8376,-0.19499,1.9286,0.88188,-0.18099,2.0507,0.77995,1.66,0.87967,1.3939,0.33817,0.5265,-0.078222,0.0076179,-0.32933,-0.32445,-0.61146,1.3357,0.92323,-0.33771,1.1106,-0.60524,-0.09525,-0.046029,0.89639,2.4707,0.37935,1.3045,0.67356,1.5012,1.698,-0.38701,-1.9914,-0.090706,1.8551,1.6349
-1.5533,2.1257,-1.0207,0.35887,-0.56148,0.34311,0.78179,0.72461,-0.13474,2.9221,-0.42024,1.5529,0.31095,-0.2005,2.0749,-1.0319,0.23229,-0.61241,0.57424,2.7581,0.33007,-1.21,1.2019,-0.48773,0.84096,1.3317,-0.59426,0.079231,-0.48552,-0.0032496,-1.5968,1.8312,0.14747,0.44266,0.63376,0.75965,1.5984,3.2037,1.2819,0.49253,0.10702,0.71713,-1.2993,-0.50666,-0.034933,1.3412,1.3961,-1.002,-0.53721,1.4031,0.68605,1.8517,-0.33038,0.65343,-0.78015,-0.99641,0.0020668,1.799,0.54743,2.3478,2.4998,0.17936,-0.33815,0.97266,-0.91293,0.13657,-0.066589,0.65918,0.83941,-1.3946,-0.50917,-0.61985,0.94328,-1.1211,-0.19725,-0.039797,-0.46158,1.3536,0.064565,-1.154,1.1608,-2.0349,0.061453,0.70745,1.7184,-0.53497,0.40137,1.5269,-0.62154,-0.72894,-1.392,-0.77929,0.76291,-0.13097,0.60587,0.77375,0.5346,-0.21753,0.12889,0.55974
