0.9987,0.98021,1.0001,1.0172,0.9825,1.0175,0.96919,1.0109,1.0046,1.0425,0.99475,1.0137,0.957,0.98244,1.0153,0.9874,0.95923,0.986,0.98482,0.9493,0.99169,1.0409,1.0166,1.0227,0.98307,1.0096,0.9995,1.0012,1.0113,1.0345,0.99083,1.0183,0.95642,1.0172,1.0029,0.99052,1.0147,1.0049,1.0076,0.981,1.0152,0.995,0.94742,0.98776,0.99838,1.0234,0.99348,0.97922,1.0049,0.99141,0.96273,1.0072,0.98207,1.017,0.9993,1.0206,0.99778,0.9862,0.98641,1.0028,1.0131,0.96217,0.98589,1.0078,0.95192,0.99921,0.98324,1.0399,1.0144,0.99272,1.0006,1.0013,1.01,1.002,0.99792,1.0082,0.97413,1.0012,1.0149,1.0097,1.0433,1.0116,0.99961,0.98978,0.9609,0.96763,0.98687,1.0263,0.99473,1.001,0.9929,0.99915,0.97887,0.99809,1.0298,1.0607,1.034,1.0085,0.96159,1.0191,0.99531,1.0012,0.98201,0.99011,1.0144,0.98692,0.98986,1.0065,0.99792,0.97782,1.0279,0.99012,0.99617,1.0113,0.96105,1.0232,1.0081,1.0104,0.99021,0.99097,0.94434,0.99649,1.0359,0.99841,1.0135,0.98845,0.96262,0.99023,0.99107,0.96663,0.99786,1.0048,0.9751,0.97107,0.9974,1.0105,1.0001,0.98339,0.97804,0.97592,1.0068,1.0128,1.007,0.99935,1.0056,1.002,1.0155,0.99474,1.0164,0.96916,0.96836,0.98174,0.98917,1.0017,0.98091,0.99568,0.97276,0.97436,1.0196,0.99452,1.013,0.96806,1.0187,1.0763,0.99006,1.0657,1.0054,1.0128,1.0236,0.9639,1.0083,0.98349,1.0152,1.0028,0.96608,1.0097,0.99964,0.99464,1.0102,1.0147,0.99434,1.0089,1.0566,1.0048,0.96985,0.98109,1.0027,1.0181,1.0147,0.95031,1.0288,1.0018,0.99367,1.0148,1.0068,0.98955,0.98698,0.99719,1.0318,1.0198
-1.017,-0.99174,-1.0265,-0.99811,-0.98758,-0.97302,-1.0159,-0.99276,-0.98098,-0.9894,-0.9764,-0.99999,-0.97376,-1.0174,-1.0044,-0.99256,-1.0013,-0.98626,-1.0319,-0.98744,-0.94554,-1.027,-0.98093,-1.036,-0.95678,-0.9905,-0.98985,-0.986,-0.97394,-1.0279,-1.0213,-1.0106,-0.96995,-0.99011,-0.97057,-0.99294,-1.0048,-0.99071,-1.0259,-1.0079,-0.99427,-0.9813,-0.94807,-1.0272,-1.0179,-0.97781,-1.0445,-0.99699,-0.99089,-1.0006,-1.0228,-1.0382,-1.0015,-0.98572,-0.99735,-0.97983,-1.0045,-0.98659,-1.0197,-0.99967,-1.0207,-0.99491,-0.98522,-0.97982,-1.0285,-1.0205,-0.99225,-1.0288,-0.97963,-0.98102,-1.0066,-1.0263,-1.012,-0.98207,-1.0254,-0.96207,-0.98808,-1.0244,-0.99755,-1.0033,-0.93408,-1.0096,-1.0101,-0.97564,-0.98234,-1.0215,-0.99132,-1.0153,-0.99757,-1.0329,-1.0074,-1.0032,-0.9867,-1.0061,-1.0079,-1.0138,-1.0004,-0.99256,-1.0074,-1.0051,-0.9857,-0.99551,-1.0035,-1.003,-0.97356,-1.0134,-0.99668,-0.99697,-1.0309,-0.97916,-1.0405,-1.0018,-0.95399,-1.0361,-0.96586,-1.0206,-0.98951,-1.0012,-0.99967,-0.98796,-0.9589,-0.99531,-0.99598,-0.99671,-0.9996,-0.99428,-1.0045,-0.94438,-0.98039,-1.0129,-0.99835,-0.99376,-1.0427,-0.99314,-1.013,-0.99125,-1.0164,-0.97136,-0.99495,-0.99626,-0.99166,-1.0178,-0.99951,-0.9915,-1.0166,-0.98519,-0.99461,-1.0026,-0.99669,-1.0228,-1.044,-1.0174,-0.9774,-0.9536,-1.034,-0.98523,-0.98055,-1.0097,-0.9979,-1.0008,-0.99962,-0.97256,-1.0034,-1.0126,-0.97669,-1.0382,-1.0325,-1.0193,-0.97486,-1.0101,-0.98556,-0.96225,-0.95759,-0.97719,-0.99952,-1.0088,-0.99189,-0.97847,-1.003,-1.0056,-1.034,-0.98764,-0.94992,-0.99808,-0.96919,-0.99071,-0.98774,-1.026,-0.96005,-1.0014,-1.0517,-0.97433,-0.9649,-0.99531,-0.98449,-1.0342,-1.0087,-1.0003,-0.99543,-1.0121
-1.1746,2.3855,0.26026,1.5932,0.17959,-0.68203,1.1296,0.8345,-1.312,-0.17898,-0.71114,2.6843,1.1591,2.9973,-0.63408,-0.58854,-0.16494,-0.070376,0.20637,-0.24233,1.64,1.2917,-0.6412,-0.8537,0.96845,0.6264,1.7471,0.48906,0.49466,0.16861,-0.82734,-1.6046,-0.37763,-1.4229,1.184,0.67966,1.25,-1.2812,0.44179,-1.0774,0.65909,1.8086,-1.1555,-0.4686,-0.37224,2.8457,1.1611,-0.92797,-0.13221,-0.18529,-0.58861,-0.32838,1.0193,1.4854,2.1249,0.85421,-0.17126,1.7624,1.0284,0.65558,0.25875,-0.14525,-1.0577,-0.90548,-0.080753,-0.54632,-0.061087,0.34063,-0.3904,0.26984,0.19317,1.2446,2.0747,0.92945,1.5275,0.75327,0.36608,0.03237,1.5018,1.9454,1.702,0.78179,0.48862,-0.91013,-0.99475,0.33472,1.4605,2.1373,-1.9402,0.25919,0.60877,-0.74156,-0.55418,0.57665,0.44068,-1.573,0.72979,-1.4139,-1.2578,-0.45951,1.4307,0.069717,1.1812,-0.39718,0.71277,-0.51911,2.4866,-2.0304,-0.99275,0.025331,-1.3004,-0.12309,0.82126,0.52893,-1.0417,-0.086545,2.8391,-0.14755,-0.90133,-0.5502,1.8923,-0.73413,1.1536,1.7211,0.21914,2.059,0.27427,-0.68082,-0.41697,0.41556,-1.8211,0.34312,1.4466,-0.31185,1.0868,1.7464,0.69841,2.0475,0.30223,1.7367,1.0696,1.347,-0.27444,2.631,0.70211,-1.0727,-0.85355,-1.4893,0.17,0.4371,0.19762,1.2856,1.7554,0.50935,1.2116,1.6715,0.52028,-1.1147,1.9644,0.71033,1.7737,1.7887,1.8288,0.64925,-1.2257,0.17205,0.18641,1.6585,0.52932,-0.19414,0.45853,-0.302,1.6569,0.48124,0.014735,1.1653,1.8014,1.1849,-0.059803,0.93675,0.94217,1.8267,0.89535,1.7296,0.84329,3.0997,0.58745,0.5107,-0.30779,-0.072722,0.49802,-0.28645,-0.41193,0.93297,0.3768,0.54497,2.2332,0.039137,-0.058698,2.1501
-0.67489,1.4379,0.41408,0.46751,1.3267,-0.14606,1.2099,-0.23491,0.85343,0.16729,1.266,0.24396,-0.52261,-0.0085971,-0.27238,0.53564,0.49158,1.2914,-0.77173,-1.0124,0.052978,0.35067,0.66086,-0.68853,-0.32531,-0.26252,0.43678,-0.12405,1.9491,0.77658,1.3198,-0.98545,1.2697,-0.20379,1.4057,1.2239,1.0813,0.76828,-0.01519,-0.59186,-0.33164,0.19584,-0.55454,1.4672,2.1276,0.14251,2.5745,-0.045211,0.93677,-0.29197,2.4178,0.29134,1.909,-1.9143,-0.7642,0.51457,1.3673,-0.14659,1.9129,-0.15736,1.7611,3.2731,0.49914,-1.9153,-0.25768,1.1535,-0.49865,0.92963,1.1155,1.0109,2.1641,1.2156,-0.14918,0.084501,-0.76314,0.22619,-0.29808,0.57031,0.35921,1.1496,1.489,0.053759,0.20758,-0.81823,-1.1198,2.0588,0.83835,-1.1401,0.89178,1.4685,1.9148,-0.062642,-1.0647,-0.72695,-2.0846,-1.703,0.13181,-0.45993,-0.97792,1.5943,-0.25618,0.80858,0.020062,1.0245,-0.92128,0.30645,1.8352,-0.12649,1.722,0.49132,0.25442,0.90951,1.8091,0.90137,1.1595,0.53104,-1.0069,-1.1971,0.48521,0.59404,1.7394,-1.0034,0.88824,1.7844,1.6333,-0.76074,-0.14215,0.47381,0.13122,1.7462,-2.3503,0.36236,-1.0052,0.91071,-0.19271,0.34014,0.70476,-0.42694,-0.18681,0.62684,0.35734,1.9513,0.63255,1.0664,0.24967,-0.4268,-0.59395,-1.3167,-0.68108,0.89707,-1.3525,-0.023002,1.3009,0.62535,-0.74634,0.80873,2.8598,-0.39185,-0.94833,1.2506,0.0026857,2.1985,0.70337,2.1014,0.7632,-0.37881,2.0654,1.1904,0.66739,1.0683,0.02773,0.74798,2.7726,1.4547,0.089995,-0.24038,0.051121,1.3109,-0.70611,-0.78968,-0.72006,-1.0907,-0.081892,-0.6875,2.1717,-1.4376,1.0192,0.77072,0.72016,1.1825,1.1453,0.16742,1.9177,1.5521,-0.76797,-1.1581,0.90291,-0.64261,0.60231,2.7393
0.81893,0.39667,0.3525,-0.33066,0.4259,1.2146,-0.43351,0.83524,1.0793,-0.95022,0.061679,-0.23791,1.5965,0.088049,0.76006,0.68522,2.1112,-1.0131,1.2858,-0.90057,-0.18128,0.45615,-1.3397,-2.4509,-0.89749,2.2252,-0.92499,-0.24581,2.9567,0.80366,-0.73046,-0.48613,-2.3533,-0.21352,0.96559,-1.6801,1.9029,1.0146,0.46091,1.5094,2.6356,0.25663,0.93778,0.96785,-0.3261,1.2884,0.67026,-0.065377,0.74343,-0.28847,-1.2031,0.088765,0.47582,-0.39469,0.041156,-0.12383,-0.2907,1.2702,-0.40699,-0.29245,2.3139,1.062,0.38872,2.0715,1.6148,0.87403,1.0208,-0.23493,0.4022,1.1667,-0.73543,0.0056255,-1.2837,1.8383,0.69281,-0.45033,0.80538,0.3626,1.1797,-0.14679,0.57794,0.87152,1.6028,-0.40788,3.1465,1.0466,-0.18441,-0.36062,-0.31893,-0.67081,-1.0993,1.4585,-0.23436,0.91402,1.3912,0.16938,1.0623,-0.095048,0.47433,-0.60789,-1.0743,-0.25782,0.61866,-1.7144,1.1061,-0.21722,1.257,-0.18961,2.168,2.8819,-1.3608,1.9581,0.87572,1.6715,-1.2386,-0.072657,-0.38025,1.1807,0.57161,-0.010167,-1.2081,0.26139,2.9829,-1.1919,1.3137,-1.0412,-0.94163,1.3011,1.0805,1.7851,-0.15815,1.0701,1.4618,1.5289,-0.27573,0.75256,0.64853,0.17804,1.2476,1.7174,-0.51461,2.6321,0.57501,0.31567,1.1174,0.99928,0.34501,-1.1235,-1.68,2.4255,0.42249,0.17059,0.67033,1.472,0.095693,0.88401,0.38612,-1.005,1.8954,-0.21608,1.0138,-0.31193,1.8034,0.86688,-0.066684,-0.067536,2.78,0.63275,0.4728,-0.20092,0.48093,1.0461,-0.32073,-0.08324,-2.2564,-0.35188,-2.7588,1.4652,1.2391,0.17949,-0.041211,-0.29521,1.2826,1.9849,-0.4906,-0.18092,0.5248,-0.36963,1.8665,-2.026,0.98375,2.006,-3.2006,0.28479,0.89888,-0.98519,-1.0207,0.044897,-0.38102,1.3347
0.49499,2.3706,-0.58308,-1.3845,1.2487,0.42811,0.15205,-0.37859,1.6489,-1.2672,-1.1827,0.075349,-0.96813,-0.56665,0.70439,1.5934,2.2768,2.2097,0.36016,-0.44789,1.4078,-0.044693,-0.20371,1.0625,2.0805,0.96709,0.29258,-0.41727,0.091203,0.67124,0.29017,0.40803,0.71092,-0.45358,1.0644,1.1297,1.5982,1.3671,-0.85914,0.47029,1.1446,2.5106,0.48564,-1.5412,1.1766,-0.83977,1.7309,0.85223,3.5484,1.8633,0.36641,0.58883,0.28614,0.83097,0.15807,1.235,0.099349,0.65062,0.42708,1.0755,0.17359,-1.3623,-0.87053,1.8214,-1.6337,-1.3323,-0.14718,-0.14448,-2.3202,0.086346,0.42861,1.2268,1.1581,-1.4894,0.57772,-0.90571,0.38443,1.5498,-0.37613,1.1425,-0.42483,3.5553,0.20424,3.2243,0.2512,0.2386,-0.12493,-0.7857,0.58947,-0.49171,0.63162,-0.6907,2.6889,0.61894,2.1879,0.43666,1.0738,1.4936,-1.1266,2.2988,1.1256,-0.31191,-1.5491,0.41707,1.0413,1.036,1.3108,-0.52245,1.0492,0.91452,-0.10246,0.28738,1.5612,-1.0722,0.44863,1.4724,1.205,0.65021,1.7376,1.0486,-0.87989,1.4536,0.45214,-0.10676,1.2653,2.445,-0.15027,-0.13248,-0.50333,-0.1373,1.4773,0.5202,-0.50398,0.11772,1.9314,-0.19269,0.080427,-1.0102,2.0612,1.2398,1.6046,2.3757,0.9626,0.68497,0.82687,-1.0226,-0.97573,-1.2189,0.86337,1.7292,0.96593,-0.45602,1.3074,-1.8991,0.31128,1.9849,0.34943,2.0418,0.34517,1.6105,1.6325,1.7219,-0.20858,-0.32183,-0.10898,-0.33331,0.80557,2.1331,2.3417,2.0195,-1.4215,0.13826,1.0427,0.61713,0.70762,-0.2614,-0.94903,1.5041,0.5624,0.78095,0.90877,-1.6247,0.74632,2.0622,1.2242,1.1469,1.387,-1.3463,0.82906,1.121,1.4245,-1.147,1.3256,0.072854,0.4081,1.0258,1.9679,1.3385,-1.1577,0.99402
1.2306,-0.58525,0.45314,1.7242,-0.21312,0.64231,0.45814,0.22261,2.538,-1.3451,-2.9125,0.12703,0.46665,0.73834,-0.5517,0.98027,-0.47202,0.51608,0.73787,-0.28253,0.96089,0.46031,0.92722,0.76498,-0.012182,-0.14994,1.3389,-0.58491,-0.13759,1.1514,0.025494,0.20256,1.1151,1.3169,0.80382,0.029752,1.2141,2.7005,-0.16005,1.1659,-0.43854,-0.67624,0.42196,1.4096,-0.37078,0.0011076,3.4001,1.5661,-0.026336,0.70859,-0.10459,-0.14191,1.0904,1.61,0.57523,0.96184,0.83252,-0.57846,-0.26244,1.2167,-1.7679,-0.63519,0.60272,0.4726,-0.086612,1.6435,-1.4658,0.70629,-1.0274,2.1064,0.044871,0.67886,-0.71121,1.6075,-0.42569,1.0453,0.10689,-0.3668,0.84416,0.85208,1.0998,-0.43177,-1.6328,0.56044,0.69141,-0.66725,-0.41875,-0.0038073,0.11467,0.2706,0.019494,1.398,0.37375,1.0878,1.1571,-0.28313,-0.34669,1.9845,0.098759,0.49333,0.030841,1.3675,0.27281,0.61774,-1.6146,0.13584,1.2885,0.10822,1.2585,0.4849,1.1605,1.0308,0.074213,-0.17711,-0.17588,-1.1813,0.24288,-0.72683,0.18422,1.9598,-0.58239,3.3326,0.91497,-0.17216,1.4996,2.0454,-0.39942,0.93723,2.7027,2.5825,0.60731,1.7125,-0.66775,1.6321,-1.7154,-0.32631,-0.055927,-0.4456,2.679,1.4869,3.0614,1.4923,-0.12868,2.3642,0.36371,0.41123,-0.45771,-0.84322,-0.079055,0.011419,-0.92613,0.51412,1.5949,-0.23092,-0.69908,-1.5546,2.1227,-0.41114,2.0053,0.50941,1.0707,0.49163,-0.74581,1.0909,0.040929,0.62385,1.9581,0.55769,0.74547,0.22206,0.15764,-0.52905,-0.83461,1.1564,-0.45431,-0.49465,0.30744,0.052936,0.45567,2.3754,0.48552,1.4146,-0.058101,-0.72526,2.4677,0.57604,-0.091388,1.9195,-0.90001,1.4568,0.86574,-0.58647,0.77753,-0.067189,1.3065,1.1796,0.5819,-0.73649,-0.6287,0.88533
-1.9232,-0.40554,2.0067,0.97297,-0.37113,0.95861,0.85031,1.5309,-1.1513,0.95228,1.6355,0.74387,-1.5396,0.30329,0.50609,2.417,0.75468,0.73498,-1.7746,1.3436,1.307,0.13766,1.7581,-0.19784,-1.1388,2.324,2.2212,-1.4524,-0.25416,1.1664,0.85044,1.7938,0.34342,3.0956,-0.44632,-0.51147,0.084643,-1.3919,-0.49308,-0.21187,0.41658,1.2727,2.1623,2.4396,1.5459,0.7945,1.2906,2.1647,0.3891,1.7662,-0.28337,0.73775,-0.10491,-0.04125,-0.012993,-0.70545,-0.38636,0.5178,1.5346,1.1916,-1.9202,-1.2556,1.2885,0.63416,0.97648,-0.073714,0.15488,-0.1298,0.40871,1.4671,-0.20958,2.2249,-0.913,0.21796,1.4407,0.89168,-1.1065,-1.3816,2.2928,1.4439,-1.6775,-0.18349,0.2611,-0.56634,1.7143,2.7938,1.2489,-0.13975,1.4458,2.1337,0.099591,-1.5384,0.42224,-0.7233,0.14112,-0.90806,1.0083,1.7419,0.83389,-0.66256,0.017402,1.8653,-0.78368,0.9128,0.28616,0.22821,-0.69987,1.4242,-0.80811,-0.14958,-0.66976,0.42478,0.61077,-0.0090338,-0.1652,1.3463,-1.2484,0.5044,-0.30885,-1.375,0.36613,-0.44229,-0.17427,-0.86813,0.33742,1.4082,0.13709,0.43762,0.63308,1.7377,-0.82107,0.057157,0.70162,1.5484,1.3631,-0.99852,0.52605,0.075239,0.93303,0.60518,-0.066823,1.8135,1.9471,-1.1541,1.7925,0.73024,1.111,1.5334,0.57095,0.2743,1.1015,1.0295,-0.53341,0.8297,-1.0574,-0.032969,-1.6182,0.98753,-1.0537,0.92046,0.65152,1.363,0.66088,0.41704,1.2664,0.281,2.084,-1.4216,3.9918,-0.03082,-0.48966,0.82259,2.0009,0.99724,0.46384,1.4967,0.075827,0.76008,-0.98784,-0.36098,0.51579,0.07561,-0.24823,0.28184,1.1769,2.1476,0.5979,1.3643,1.6232,1.0866,-0.27248,1.7864,1.7327,-1.084,0.11266,0.46347,1.1176,0.72045,0.45223,0.31102
1.679,-1.5661,-0.22676,0.75308,1.0422,1.0981,0.88616,2.3877,-0.52814,-1.0077,-0.34464,0.55018,0.2012,-1.8376,-0.19499,1.9286,-1.5222,-0.49236,-0.32162,-1.4921,0.59517,-0.69774,0.85607,1.4216,1.3045,0.67356,1.5012,0.88188,-0.18099,2.0507,0.77995,1.66,0.87967,1.3939,0.33817,0.5265,0.30439,1.1059,-0.86168,0.26484,-0.34168,1.0375,0.36784,-0.54916,0.23742,0.65722,1.3719,1.2154,0.45156,-1.1407,0.63941,0.21877,1.8551,1.698,-0.38701,-0.078222,0.0076179,-0.32933,-0.32445,-0.61146,1.3357,0.85934,-0.10472,3.2714,0.50155,-0.65071,0.056906,2.3026,0.98992,-0.36527,1.3256,-1.4383,0.062224,0.17163,0.83966,-1.8829,1.6621,1.4294,-0.21844,-0.45225,1.6349,-1.9914,0.92323,-0.33771,1.1106,-0.60524,-0.09525,0.54271,0.19931,-0.51694,-1.5918,-0.50424,0.66223,0.89987,-0.22012,-0.20647,1.9149,-0.33836,0.38724,-0.37067,-1.0475,0.22313,-0.62722,2.4442,-1.0181,-0.008442,0.72696,0.52881,0.57853,-0.004242,-0.090706,-0.046029,0.89639,2.4707,0.37935,2.3157,1.2079,0.38518,1.6222,-1.0499,0.018928,1.1005,-0.79226,0.5116,0.44026,2.8543,-0.24236,0.45405,2.196,-0.55796,0.68652,0.98848,2.3678,0.19249,1.0749,0.33161,0.49168,0.014077,-0.53358,1.1653,0.46972,1.395,1.4734,0.79604,-0.9421,0.2719,-0.72102,1.011,-0.33706,1.0475,1.518,0.18474,1.5941,3.1173,0.72729,0.56263,-0.67741,3.0673,0.63511,0.42829,-0.52986,-1.1806,0.62554,0.45702,-0.63534,-1.405,0.33694,0.71591,0.47901,-0.61031,0.68913,-0.15782,-0.45677,1.6661,-0.87998,1.6963,0.66564,0.65497,0.73229,-0.50807,-0.80123,1.974,2.7399,-0.20149,-0.78943,2.7248,-0.75783,0.33424,-0.5662,-0.89359,1.9265,1.163,-0.14263,-0.6472,0.24186,0.29291,0.68385,1.2504,1.2793,0.49054
-0.48552,-1.5533,2.1257,0.71713,-1.0207,0.35887,0.65343,-0.78015,-0.56148,0.34311,0.78179,0.72461,0.97266,-0.91293,0.13657,-0.066589,-0.13474,2.9221,-0.42024,1.5529,0.31095,-0.2005,2.0749,-1.0319,-0.77929,0.76291,-0.13097,0.65918,0.83941,-1.3946,-0.50917,-0.61985,0.94328,-1.1211,-0.19725,-0.039797,0.23229,-0.61241,0.57424,2.7581,0.33007,-1.21,1.2019,-0.48773,0.84096,1.3317,-0.59426,0.079231,-0.532,0.11257,0.12294,0.14401,0.12889,0.60587,0.77375,-0.46158,1.3536,0.064565,-1.154,1.1608,-2.0349,-0.0032496,-1.5968,1.8312,0.14747,0.44266,0.63376,0.75965,1.5984,3.2037,1.2819,0.49253,0.10702,-0.64462,0.016969,-0.25441,3.1724,0.41794,0.068454,0.13693,0.55974,0.5346,0.061453,0.70745,1.7184,-0.53497,0.40137,-1.2993,-0.50666,-0.034933,1.3412,1.3961,-1.002,-0.53721,1.4031,0.68605,1.8517,-0.33038,-0.2563,0.3759,2.4571,1.9651,1.5115,0.28254,1.3278,0.53911,2.7606,1.0659,0.60122,0.42514,-0.21753,1.5269,-0.62154,-0.72894,-1.392,-0.99641,0.0020668,1.799,0.54743,2.3478,2.4998,0.17936,-0.33815,-0.66174,0.78005,0.43216,-1.462,-0.23787,-1.3581,-0.21903,-1.1315,1.2036,1.4287,1.0785,0.77423,0.48765,-0.18617,0.16877,0.084387,0.12746,-0.50696,1.7358,0.84268,1.1925,-0.10985,0.31975,-0.37386,-0.41514,-0.039874,0.17502,0.098695,-0.95504,-0.96805,-0.01767,0.9809,-0.59426,-0.29623,-1.88,0.3592,-0.7109,0.34344,2.5613,-0.33005,0.31754,4.3512,2.3766,-1.0434,1.4264,0.63073,-0.016056,-1.2395,-0.26014,1.5389,-0.11101,-0.8582,-0.19621,0.27297,0.71194,0.39463,0.20824,0.80704,1.8151,-0.61043,-0.30156,0.63361,-0.22296,-0.15959,2.0831,-0.18824,0.41263,2.6859,0.95172,1.6066,0.0019275,3.4497,0.87227,1.0219,-0.0988,-1.9749,1.0884
